combustible,transmision_automatica,transmision_automatica_secuencial,transmision_mecanica,anio,precio,kilometraje
0.0,0.0,1.0,0.0,2.025,1.88,0.101
1.0,0.0,0.0,1.0,2.027,4.399,0.0005
0.0,0.0,0.0,1.0,2.017,1.69,0.995
0.0,0.0,0.0,1.0,2.015,1.24,0.89
0.0,1.0,0.0,0.0,2.011,1.7,0.85
0.0,0.0,1.0,0.0,2.017,1.66,0.858
1.0,0.0,0.0,1.0,2.013,0.685,1.23
0.0,0.0,1.0,0.0,2.02,3.6,0.71
0.0,0.0,0.0,1.0,2.02,1.099,0.8
0.0,0.0,0.0,1.0,2.012,1.2,0.82
1.0,0.0,0.0,1.0,2.021,0.95,0.8
1.0,0.0,1.0,0.0,2.008,0.6,1.46
0.0,0.0,0.0,1.0,2.018,1.545,0.7
0.0,1.0,0.0,0.0,2.017,1.725,0.35
0.0,0.0,1.0,0.0,2.011,1.15,1.56
0.0,0.0,1.0,0.0,2.019,2.4,0.58
1.0,1.0,0.0,0.0,2.015,1.48,1.2
0.0,0.0,1.0,0.0,2.017,2.15,0.63
0.0,0.0,0.0,1.0,2.023,1.2,0.89
0.0,0.0,1.0,0.0,2.017,1.7,0.344
0.0,0.0,1.0,0.0,2.022,2.87,0.465
0.0,1.0,0.0,0.0,2.017,1.77,0.3
1.0,0.0,0.0,1.0,2.022,2.4,1.13
0.0,0.0,1.0,0.0,2.018,2.68,0.41
0.0,0.0,0.0,1.0,2.015,0.89,0.64
0.0,1.0,0.0,0.0,2.018,1.7,1.5254
0.0,0.0,0.0,1.0,2.021,1.25,0.39
0.0,1.0,0.0,0.0,2.026,4.199,0.0005
1.0,0.0,0.0,1.0,2.025,4.05,0.11
0.0,0.0,0.0,1.0,2.023,1.35,0.65
0.0,1.0,0.0,0.0,2.015,1.45,1.0
0.0,0.0,1.0,0.0,2.018,2.29,0.55
0.0,0.0,1.0,0.0,2.017,1.45,0.82
0.0,0.0,1.0,0.0,2.011,0.98,0.98
0.0,0.0,1.0,0.0,2.018,3.3,0.375
1.0,1.0,0.0,0.0,2.01,0.8,1.385
0.0,0.0,0.0,1.0,2.018,1.3,0.82
0.0,1.0,0.0,0.0,2.022,1.385,0.311
0.0,0.0,1.0,0.0,2.02,1.6,0.45
0.0,0.0,1.0,0.0,2.017,1.84,0.64
0.0,1.0,0.0,0.0,2.019,1.48,0.19
0.0,0.0,1.0,0.0,2.015,0.98,1.177
0.0,0.0,1.0,0.0,2.025,2.3,0.056
1.0,0.0,1.0,0.0,2.022,2.55,0.825
0.0,0.0,1.0,0.0,2.017,2.1,0.74
0.0,1.0,0.0,0.0,2.025,2.09,0.035
0.0,1.0,0.0,0.0,2.015,1.45,1.07
0.0,0.0,1.0,0.0,2.012,1.19,1.06
1.0,1.0,0.0,0.0,2.022,2.195,1.245
0.0,1.0,0.0,0.0,2.019,1.65,0.98
1.0,0.0,0.0,1.0,2.027,1.35,0.0012
0.0,1.0,0.0,0.0,2.021,1.85,0.46
0.0,0.0,0.0,1.0,2.013,0.75,0.96
0.0,0.0,1.0,0.0,2.015,1.55,1.08
0.0,1.0,0.0,0.0,2.019,1.17,0.63
0.0,0.0,1.0,0.0,2.024,2.9,0.195
0.0,0.0,0.0,1.0,2.014,1.2,0.79
1.0,0.0,1.0,0.0,2.012,0.85,1.36
1.0,0.0,0.0,1.0,2.017,3.1,1.20903
0.0,0.0,0.0,1.0,2.015,1.4,0.7278
0.0,0.0,1.0,0.0,2.012,1.0,0.925
0.0,1.0,0.0,0.0,2.021,2.6,0.24559
0.0,0.0,0.0,1.0,2.018,1.6,0.63
0.0,0.0,0.0,1.0,2.022,1.65,0.02025
0.0,0.0,1.0,0.0,2.024,2.95,0.084
0.0,1.0,0.0,0.0,2.019,1.4,0.59104
0.0,0.0,0.0,1.0,2.021,3.0,0.89945
0.0,0.0,1.0,0.0,2.015,1.05,0.96
0.0,1.0,0.0,0.0,2.013,1.45,0.82
1.0,1.0,0.0,0.0,2.02,1.8,0.73
0.0,1.0,0.0,0.0,2.018,3.0,1.22
0.0,0.0,1.0,0.0,2.013,1.19,0.75602
0.0,1.0,0.0,0.0,2.023,1.99,0.19603
0.0,0.0,1.0,0.0,2.014,1.4,0.95
0.0,1.0,0.0,0.0,2.017,2.2,0.376
0.0,1.0,0.0,0.0,2.017,1.3,0.56
0.0,1.0,0.0,0.0,2.02,2.19,0.65311
1.0,0.0,0.0,1.0,2.023,1.32,0.5
0.0,0.0,0.0,1.0,2.023,1.35,0.43
1.0,1.0,0.0,0.0,2.021,1.79,0.29
1.0,0.0,0.0,1.0,2.013,1.05,1.5
0.0,0.0,1.0,0.0,2.011,1.0,1.21
0.0,0.0,1.0,0.0,2.022,4.45,0.447
0.0,0.0,1.0,0.0,2.025,2.49,0.048
0.0,1.0,0.0,0.0,2.01,1.15,1.5
0.0,0.0,0.0,1.0,2.013,0.85,0.87331
0.0,1.0,0.0,0.0,2.022,1.5743,0.45
0.0,0.0,0.0,1.0,2.014,1.3,0.77
0.0,0.0,0.0,1.0,2.018,3.1,0.595
0.0,0.0,1.0,0.0,2.023,3.8,0.485
0.0,1.0,0.0,0.0,2.024,3.0,0.175
0.0,0.0,1.0,0.0,2.011,1.35,1.15
1.0,1.0,0.0,0.0,2.024,2.13,0.0599
0.0,0.0,1.0,0.0,2.02,2.3,0.6
0.0,0.0,0.0,1.0,2.023,1.15,0.43
0.0,0.0,1.0,0.0,2.007,0.785,1.48
0.0,0.0,0.0,1.0,2.011,1.195,0.41
1.0,0.0,0.0,1.0,2.02,1.02,0.8
1.0,1.0,0.0,0.0,2.013,1.1,0.5
0.0,0.0,1.0,0.0,2.024,2.3,0.08401
0.0,1.0,0.0,0.0,2.024,3.0,0.18
0.0,0.0,1.0,0.0,2.015,1.23,0.65
0.0,0.0,1.0,0.0,2.018,1.65,1.22
1.0,0.0,0.0,1.0,2.021,0.8,0.45
0.0,1.0,0.0,0.0,2.022,2.04,0.1
1.0,0.0,0.0,1.0,2.012,0.74,1.66
0.0,1.0,0.0,0.0,2.019,1.49,0.796
0.0,0.0,0.0,1.0,2.022,1.35,0.1234
0.0,0.0,1.0,0.0,2.024,2.0,0.227
0.0,1.0,0.0,0.0,2.015,1.87,0.10001
1.0,0.0,1.0,0.0,2.023,1.56,0.5
0.0,0.0,0.0,1.0,2.025,1.85,0.081
0.0,1.0,0.0,0.0,2.013,3.4,0.92
1.0,0.0,0.0,1.0,2.015,0.82,1.4
0.0,1.0,0.0,0.0,2.013,0.65,0.8
0.0,0.0,1.0,0.0,2.023,2.8,0.165
0.0,0.0,1.0,0.0,2.024,2.049,0.159
0.0,0.0,0.0,1.0,2.015,1.1,0.4116
0.0,1.0,0.0,0.0,2.016,0.85,0.79102
1.0,0.0,0.0,1.0,2.016,1.1,0.61
0.0,1.0,0.0,0.0,2.021,2.06,0.4122
0.0,1.0,0.0,0.0,2.025,3.65,0.01077
0.0,0.0,1.0,0.0,2.021,2.1,0.12886
0.0,0.0,1.0,0.0,2.015,1.68,0.00084
0.0,1.0,0.0,0.0,2.016,0.97,0.599
0.0,1.0,0.0,0.0,2.021,1.55,0.58
1.0,0.0,0.0,1.0,2.021,1.65,0.77394
0.0,0.0,0.0,1.0,2.022,1.1,0.24
0.0,0.0,0.0,1.0,2.022,1.695,0.3
0.0,0.0,1.0,0.0,2.022,2.26,0.24
0.0,0.0,1.0,0.0,2.012,0.98,1.04
0.0,0.0,1.0,0.0,2.018,2.1,0.68
0.0,0.0,1.0,0.0,2.017,2.1,0.575
0.0,1.0,0.0,0.0,2.018,1.35,0.63921
1.0,1.0,0.0,0.0,2.018,4.3,0.87
0.0,0.0,1.0,0.0,2.012,1.25,0.644
1.0,0.0,1.0,0.0,2.013,1.09,1.63
0.0,0.0,1.0,0.0,2.014,1.2,0.75
1.0,1.0,0.0,0.0,2.026,1.699,0.005
0.0,1.0,0.0,0.0,2.024,2.3999,0.0899
0.0,1.0,0.0,0.0,2.023,3.6,0.46
1.0,1.0,0.0,0.0,2.022,1.0,0.46
0.0,0.0,1.0,0.0,2.023,1.4,0.78
0.0,0.0,1.0,0.0,2.022,4.19,0.35
0.0,1.0,0.0,0.0,2.024,1.24,0.19
0.0,0.0,1.0,0.0,2.014,0.84,1.008
1.0,0.0,1.0,0.0,2.024,2.1,0.5
0.0,0.0,1.0,0.0,2.022,2.4,0.595
0.0,1.0,0.0,0.0,2.023,1.99,0.17
0.0,0.0,1.0,0.0,2.014,1.38,0.68
0.0,1.0,0.0,0.0,2.024,2.1,0.182
1.0,1.0,0.0,0.0,2.024,1.75,0.19
0.0,0.0,1.0,0.0,2.019,2.5,0.32
1.0,1.0,0.0,0.0,2.024,4.3,0.29
0.0,0.0,0.0,1.0,2.015,1.69,1.59
0.0,0.0,1.0,0.0,2.023,4.3,0.28631
1.0,1.0,0.0,0.0,2.02,1.5,0.66
0.0,0.0,0.0,1.0,2.013,1.4,1.07
1.0,0.0,0.0,1.0,2.022,1.09,0.79
0.0,0.0,1.0,0.0,2.01,1.18,1.335
0.0,1.0,0.0,0.0,2.013,1.23,1.47
1.0,0.0,0.0,1.0,2.023,1.45,0.28
1.0,0.0,0.0,1.0,2.013,1.4,1.41698
0.0,0.0,0.0,1.0,2.009,3.75,0.87
0.0,1.0,0.0,0.0,2.016,1.45,0.677
1.0,0.0,1.0,0.0,2.01,0.95,1.65
0.0,0.0,0.0,1.0,2.02,1.35,0.575
0.0,1.0,0.0,0.0,2.018,1.7,1.09
0.0,1.0,0.0,0.0,2.014,0.73,0.76
0.0,1.0,0.0,0.0,2.016,1.65,0.21
0.0,0.0,0.0,1.0,2.01,0.49,0.0018
1.0,0.0,0.0,1.0,2.021,1.499,0.8
0.0,0.0,0.0,1.0,2.011,0.85,1.18
0.0,0.0,1.0,0.0,2.016,1.55,1.09
1.0,0.0,0.0,1.0,2.015,1.05,0.92
0.0,1.0,0.0,0.0,2.008,3.2,0.83
0.0,1.0,0.0,0.0,2.023,2.89,0.2
0.0,0.0,0.0,1.0,2.017,0.86,0.495
0.0,1.0,0.0,0.0,2.013,1.75,1.45
0.0,0.0,0.0,1.0,2.016,1.65,0.50051
0.0,0.0,1.0,0.0,2.017,2.09,0.642
0.0,0.0,1.0,0.0,2.024,1.59,0.0435
1.0,0.0,0.0,1.0,2.018,1.29,0.92
0.0,0.0,1.0,0.0,2.012,1.33,0.823
0.0,1.0,0.0,0.0,2.024,3.1,0.1103
0.0,0.0,1.0,0.0,2.018,1.95,0.77
0.0,0.0,1.0,0.0,2.015,1.05,0.73004
1.0,0.0,1.0,0.0,2.019,3.5,1.24
0.0,1.0,0.0,0.0,2.025,1.31,0.0385
1.0,0.0,0.0,1.0,2.018,1.685,0.79
0.0,1.0,0.0,0.0,2.007,0.9,1.3
0.0,1.0,0.0,0.0,2.011,0.75,0.84
0.0,0.0,1.0,0.0,2.021,1.8,0.49
0.0,1.0,0.0,0.0,2.022,1.75,0.175
0.0,0.0,1.0,0.0,2.019,2.3,0.88
1.0,0.0,1.0,0.0,2.016,2.375,1.2
0.0,0.0,0.0,1.0,2.015,1.05,0.405
0.0,1.0,0.0,0.0,2.011,0.8,0.72
1.0,0.0,0.0,1.0,2.021,1.55,0.48573
0.0,0.0,1.0,0.0,2.017,3.15,0.42
0.0,1.0,0.0,0.0,2.024,2.3,0.21
0.0,1.0,0.0,0.0,2.018,1.69,1.52
0.0,0.0,0.0,1.0,2.018,1.35,0.87
1.0,0.0,1.0,0.0,2.017,3.79,0.96
1.0,0.0,0.0,1.0,2.02,2.15,1.1
0.0,1.0,0.0,0.0,2.023,1.95,0.16
0.0,1.0,0.0,0.0,2.015,0.85,0.9799
0.0,0.0,1.0,0.0,2.025,2.49,0.03
1.0,0.0,1.0,0.0,2.009,1.2,1.2
0.0,0.0,1.0,0.0,2.019,2.5,0.043
0.0,0.0,0.0,1.0,2.014,0.79,1.06
0.0,1.0,0.0,0.0,2.023,1.8,0.155
1.0,0.0,0.0,1.0,2.024,1.065,1.125
0.0,1.0,0.0,0.0,2.018,2.5,0.53119
0.0,1.0,0.0,0.0,2.015,1.475,1.06
0.0,0.0,0.0,1.0,2.018,1.2,1.374
0.0,1.0,0.0,0.0,2.023,2.0,0.168
1.0,0.0,0.0,1.0,2.023,2.7,1.1425
1.0,0.0,1.0,0.0,2.019,2.0,0.33
0.0,0.0,0.0,1.0,2.014,0.95,0.816
0.0,0.0,0.0,1.0,2.022,1.725,0.331
1.0,0.0,1.0,0.0,2.013,1.33,0.68
0.0,0.0,1.0,0.0,2.015,1.3,0.79
0.0,0.0,1.0,0.0,2.018,3.0,0.68
0.0,1.0,0.0,0.0,2.007,0.8,0.96
0.0,1.0,0.0,0.0,2.025,1.47,0.18
0.0,1.0,0.0,0.0,2.012,1.2,1.07542
0.0,0.0,1.0,0.0,2.012,0.9,1.44
0.0,1.0,0.0,0.0,2.02,1.18,0.35
0.0,0.0,1.0,0.0,2.019,2.7,0.625
0.0,0.0,1.0,0.0,2.015,1.3,0.79
1.0,0.0,0.0,1.0,2.02,0.94,0.67
0.0,1.0,0.0,0.0,2.014,1.3,1.066
0.0,0.0,0.0,1.0,2.014,0.945,0.8
1.0,0.0,1.0,0.0,2.011,1.19,1.05
0.0,0.0,1.0,0.0,2.016,1.39,0.95
0.0,0.0,0.0,1.0,2.02,0.81,1.2
0.0,1.0,0.0,0.0,2.019,1.69,1.13
0.0,0.0,1.0,0.0,2.024,2.5,0.016
0.0,0.0,1.0,0.0,2.02,3.35,0.544
0.0,0.0,0.0,1.0,2.013,0.79,0.7
0.0,1.0,0.0,0.0,2.024,2.14,0.165
0.0,0.0,0.0,1.0,2.011,1.4,1.4
0.0,0.0,0.0,1.0,2.015,1.25,0.55
0.0,1.0,0.0,0.0,2.008,1.12,1.05
0.0,0.0,1.0,0.0,2.021,2.99,0.855
1.0,1.0,0.0,0.0,2.025,1.8,0.305
1.0,0.0,0.0,1.0,2.016,1.05,1.007
0.0,1.0,0.0,0.0,2.013,1.13,0.625
0.0,0.0,1.0,0.0,2.013,0.9,0.97287
0.0,0.0,1.0,0.0,2.018,2.34,0.499
0.0,0.0,1.0,0.0,2.018,2.43,0.95
0.0,0.0,1.0,0.0,2.018,2.59,0.6
0.0,0.0,1.0,0.0,2.023,1.85,0.21
0.0,0.0,1.0,0.0,2.023,2.2,0.333
0.0,0.0,1.0,0.0,2.014,1.19,0.001
0.0,0.0,1.0,0.0,2.019,2.19,0.51
0.0,0.0,1.0,0.0,2.018,3.0,0.79
1.0,0.0,0.0,1.0,2.023,2.9,0.5
1.0,0.0,0.0,1.0,2.018,1.65,0.9
0.0,1.0,0.0,0.0,2.009,1.05,0.75
1.0,1.0,0.0,0.0,2.022,2.1,0.18
0.0,0.0,1.0,0.0,2.02,2.55,0.6122
1.0,1.0,0.0,0.0,2.009,2.5,1.5
0.0,0.0,0.0,1.0,2.012,0.83,0.00109
1.0,1.0,0.0,0.0,2.023,1.98,0.29
0.0,1.0,0.0,0.0,2.023,1.72,0.185
0.0,0.0,0.0,1.0,2.013,0.78,0.964
1.0,0.0,0.0,1.0,2.012,0.535,1.47
0.0,1.0,0.0,0.0,2.023,1.38,0.785
0.0,0.0,1.0,0.0,2.012,0.7,0.86
0.0,0.0,0.0,1.0,2.013,1.1,1.3
0.0,0.0,1.0,0.0,2.013,1.27,0.0012
0.0,0.0,1.0,0.0,2.017,4.25,0.495
1.0,0.0,0.0,1.0,2.021,0.8,1.15
0.0,0.0,0.0,1.0,2.023,1.37,0.028
1.0,0.0,0.0,1.0,2.022,2.45,0.9
0.0,0.0,1.0,0.0,2.016,1.8,0.8
0.0,1.0,0.0,0.0,2.011,1.55,1.37
0.0,0.0,1.0,0.0,2.022,2.1,0.92
0.0,0.0,0.0,1.0,2.012,0.7299,0.698
0.0,0.0,1.0,0.0,2.009,1.35,0.135
0.0,0.0,1.0,0.0,2.011,1.15,0.675
1.0,0.0,0.0,1.0,2.023,1.4,1.0
1.0,0.0,0.0,1.0,2.023,3.15,0.68
0.0,0.0,1.0,0.0,2.024,3.7,0.043
1.0,0.0,1.0,0.0,2.013,1.1,1.58
0.0,0.0,1.0,0.0,2.017,1.52,0.61
0.0,1.0,0.0,0.0,2.02,1.7,0.64
0.0,1.0,0.0,0.0,2.019,2.799,1.0936
1.0,0.0,1.0,0.0,2.011,0.99,0.996
0.0,1.0,0.0,0.0,2.018,2.2,0.995
1.0,0.0,0.0,1.0,2.018,0.62,1.45
0.0,0.0,1.0,0.0,2.011,1.15,1.24
0.0,0.0,0.0,1.0,2.022,1.37,0.48
0.0,0.0,1.0,0.0,2.022,2.4,0.85
0.0,0.0,1.0,0.0,2.02,1.89,0.85
0.0,1.0,0.0,0.0,2.012,1.8,1.03
0.0,0.0,0.0,1.0,2.022,1.85,0.124
0.0,0.0,0.0,1.0,2.017,1.69,0.9
1.0,0.0,1.0,0.0,2.017,3.0,0.615
0.0,1.0,0.0,0.0,2.012,1.25,1.14
1.0,1.0,0.0,0.0,2.012,0.7,1.4
0.0,1.0,0.0,0.0,2.02,1.9,0.228
0.0,0.0,1.0,0.0,2.014,1.29,1.16
1.0,0.0,1.0,0.0,2.021,2.3,0.92
0.0,0.0,1.0,0.0,2.019,2.19,0.485
1.0,0.0,0.0,1.0,2.011,0.85,0.85
1.0,0.0,0.0,1.0,2.019,2.9,1.17318
0.0,0.0,1.0,0.0,2.022,1.799,0.48
0.0,0.0,1.0,0.0,2.019,1.9999,0.985
0.0,0.0,1.0,0.0,2.016,2.5,0.357
